id,title,abstract,label
11961194,Viral oncolysis,"The concept of using replicating viruses as anticancer agents is not a new one, but the ability to genetically modify these viruses into increasingly potent and tumor-specific vectors is a recent phenomenon. As more is learned about the functions of viral gene products in controlling the mammalian cell cycle and in disabling cellular defense mechanisms, specific viral functions can be augmented or eliminated to enhance antineoplastic efficacy. In this article, general mechanisms by which oncolytic viruses achieve their antitumor efficacy and specificity are reviewed. The paradoxical roles of the immune response are addressed with respect to oncolytic viral therapy, as it, on one hand, impedes the spread of viral infection, and on the other, augments tumor cell destruction through the recruitment of T cells ""vaccinated"" against tumor antigens. The most commonly used oncolytic viruses are each reviewed in turn, including adenoviruses, herpes simplex viruses, vaccinia viruses, reoviruses, and Newcastle disease viruses. Special attention is focused on the unique biology of each of these viruses as well as the status of several of these mutants in clinical trials.",positive,,,,
17295196,Viral metagenomics,"Characterisation of new viruses is often hindered by difficulties in amplifying them in cell culture, limited antigenic/serological cross-reactivity or the lack of nucleic acid hybridisation to known viral sequences. Numerous molecular methods have been used to genetically characterise new viruses without prior in vitro replication or the use of virus-specific reagents. In the recent metagenomic studies viral particles from uncultured environmental and clinical samples have been purified and their nucleic acids randomly amplified prior to subcloning and sequencing. Already known and novel viruses were then identified by comparing their translated sequence to those of viral proteins in public sequence databases. Metagenomic approaches to viral characterisation have been applied to seawater, near shore sediments, faeces, serum, plasma and respiratory secretions and have broadened the range of known viral diversity. Selection of samples with high viral loads, purification of viral particles, removal of cellular nucleic acids, efficient sequence-independent amplification of viral RNA and DNA, recognisable sequence similarities to known viral sequences and deep sampling of the nucleic acid populations through large scale sequencing can all improve the yield of new viruses. This review lists some of the animal viruses recently identified using sequence-independent methods, current laboratory and bioinformatics methods, together with their limitations and potential improvements. Viral metagenomic approaches provide novel opportunities to generate an unbiased characterisation of the viral populations in various organisms and environments.",positive,,,,
25485129,Viruses and viral proteins,"For more than 30 years X-ray crystallography has been by far the most powerful approach for determining the structures of viruses and viral proteins at atomic resolution. The information provided by these structures, which covers many important aspects of the viral life cycle such as cell-receptor recognition, viral entry, nucleic acid transfer and genome replication, has extensively enriched our vision of the virus world. Many of the structures available correspond to potential targets for antiviral drugs against important human pathogens. This article provides an overview of the current knowledge of different structural aspects of the above-mentioned processes. ",positive,,,,
37982624,Metal-binding proteins and proteases in RNA viruses: unravelling functional diversity and expanding therapeutic horizons ,"Metal-binding proteins are pivotal components with diverse functions in organisms, including viruses. Despite their significance, many metalloproteins in viruses remain uncharacterized, posing challenges to understanding viral systems. This study addresses this knowledge gap by identifying and analyzing metal-binding proteins and proteases in RNA viruses. The findings emphasize the prevalence of these proteins as essential functional classes within viruses and shed light on the role of metal ions and metalloproteins in viral replication and pathogenesis. Moreover, this research serves as a crucial foundation for further investigations in this field, offering the potential for developing innovative antiviral strategies. Additionally, the study enhances our understanding of the distribution and evolutionary patterns of metal-binding proteases in major human viruses. Continually exploring metal-binding proteomes across diverse viruses will deepen our knowledge of metal-dependent biological processes and provide valuable insights for combating viral infections, including respiratory viruses and other life-threatening diseases. ",positive,,,,
38228165,Viral Pneumonia: From Influenza to COVID-19,"Respiratory viruses are increasingly recognized as a cause of community-acquired pneumonia (CAP). The implementation of new diagnostic technologies has facilitated their identification, especially in vulnerable population such as immunocompromised and elderly patients and those with severe cases of pneumonia. In terms of severity and outcomes, viral pneumonia caused by influenza viruses appears similar to that caused by non-influenza viruses. Although several respiratory viruses may cause CAP, antiviral therapy is available only in cases of CAP caused by influenza virus or respiratory syncytial virus. Currently, evidence-based supportive care is key to managing severe viral pneumonia. We discuss the evidence surrounding epidemiology, diagnosis, management, treatment, and prevention of viral pneumonia.",positive,,,,
12021080,Viruses and diabetes,"Insulin-dependent diabetes mellitus (IDDM) is a multifactorial disease. Besides a genetic predisposition environmental factors have been implicated in the pathogenesis of beta cell destruction. Among these environmental factors viruses have been the focus of many studies. Some viruses are diabetogenic in animals, and others have been implicated as triggers in human IDDM by temporal and geographical association between IDDM and viral infections, serological evidence of infection in recently diagnosed diabetic patients, and the isolation of viruses from the pancreas of affected individuals. We discuss possible pathomechanisms of viral infections in beta cell destruction and review the studies on involvement of enteroviruses, retroviruses, rubella viruses, cytomegaloviruses, and Epstein-Barr viruses in human IDDM. We also report on studies of diabetogenic viruses in animal models as well as on viral infections protecting from IDDM. Some of the difficulties in linking viral infections to IDDM will be illustrated with data from a transgenic mouse model in which IDDM can be precipitated by infections with certain strains of lymphocytic choriomeningitis virus (LCMV). Emerging treatment concepts that do not rely on defining the initiating autoantigens but involve self-reactive regulatory lymphocytes such as oral antigen administration, as well as DNA vaccines, will be discussed briefly. ",positive,,,,
37896936,Trick-or-Trap: Extracellular Vesicles and Viral Transmission,"Extracellular vesicles (EVs) are lipid membrane-enclosed particles produced by most cells, playing important roles in various biological processes. They have been shown to be involved in antiviral mechanisms such as transporting antiviral molecules, transmitting viral resistance, and participating in antigen presentation. While viral transmission was traditionally thought to occur through independent viral particles, the process of viral infection is complex, with multiple barriers and challenges that viruses must overcome for successful infection. As a result, viruses exploit the intercellular communication pathways of EVs to facilitate cluster transmission, increasing their chances of infecting target cells. Viral vesicle transmission offers two significant advantages. Firstly, it enables the collective transmission of viral genomes, increasing the chances of infection and promoting interactions between viruses in subsequent generations. Secondly, the use of vesicles as vehicles for viral transmission provides protection to viral particles against environmental factors, while also expanding the cell tropism allowing viruses to reach cells in a receptor-independent manner. Understanding the role of EVs in viral transmission is crucial for comprehending virus evolution and developing innovative antiviral strategies, therapeutic interventions, and vaccine approaches.",positive,,,,
20359459,Bacteriophage host range and bacterial resistance,"Host range describes the breadth of organisms a parasite is capable of infecting, with limits on host range stemming from parasite, host, or environmental characteristics. Parasites can adapt to overcome host or environmental limitations, while hosts can adapt to control the negative impact of parasites. We consider these adaptations as they occur among bacteriophages (phages) and their bacterial hosts, since they are significant to phage use as antibacterials (phage therapy) or to protection of industrial ferments from phage attack. Initially, we address how phage host range can (and should) be defined plus summarize claims of host ranges spanning multiple bacterial genera. Subsequently, we review bacterial mechanisms of phage resistance. These include adsorption resistance, which results in reduced interaction between phage and bacterium; what we describe as ""restriction,"" where bacteria live but phages die; and abortive infections, where both phage and bacterium die. Adsorption resistance includes loss of phage receptor molecules on hosts as well as physical barriers hiding receptor molecules (e.g., capsules). Restriction mechanisms include phage-genome uptake blocks, superinfection immunity, restriction modification, and CRISPR, all of which function postphage adsorption but prior to terminal phage takeover of host metabolism. Standard laboratory selection methods, involving exposure of planktonic bacteria to high phage densities, tend to directly select for these prehost-takeover resistance mechanisms. Alternatively, resistance mechanisms that do not prevent bacterium death are less readily artificially selected. Contrasting especially bacteria mutation to adsorption resistance, these latter mechanisms likely are an underappreciated avenue of bacterial resistance to phage attack.",positive,,,,
39508659,Untangling bacterial DNA topoisomerases functions,"Topoisomerases are the main enzymes capable of resolving the topological constraints imposed by DNA transactions such as transcription or replication. All bacteria possess topoisomerases of different types. Although bacteria with circular replicons should encounter similar DNA topology issues, the distribution of topoisomerases varies from one bacterium to another, suggesting polymorphic functioning. Recently, several proteins restricting, enhancing or modifying the activity of topoisomerases were discovered, opening the way to a new area of understanding DNA topology management during the bacterial cell cycle. In this review, we discuss the distribution of topoisomerases across the bacterial phylum and current knowledge on the interplay among the different topoisomerases to maintain topological homeostasis.",positive,,,,
28664324,Considerations on bacterial nucleoids,"The classic genome organization of the bacterial chromosome is normally envisaged with all its genetic markers linked, thus forming a closed genetic circle of duplex stranded DNA (dsDNA) and several proteins in what it is called as ""the bacterial nucleoid."" This structure may be more or less corrugated depending on the physiological state of the bacterium (i.e., resting state or active growth) and is not surrounded by a double membrane as in eukayotic cells. The universality of the closed circle model in bacteria is however slowly changing, as new data emerge in different bacterial groups such as in Planctomycetes and related microorganisms, species of Borrelia, Streptomyces, Agrobacterium, or Phytoplasma. In these and possibly other microorganisms, the existence of complex formations of intracellular membranes or linear chromosomes is typical; all of these situations contributing to weakening the current cellular organization paradigm, i.e., prokaryotic vs eukaryotic cells.",positive,,,,
33583696,Making Sense of the Biodiversity and Virulence of Listeria monocytogenes ,"Listeria monocytogenes is a foodborne pathogen responsible for listeriosis, an infection that can manifest in humans as bacteremia, meningoencephalitis in immunocompromised patients and the elderly, and fetal-placental infection in pregnant women. Reference strains from this facultative intracellular bacterium have been instrumental in the investigation of basic mechanisms in microbiology, immunology, and cell biology. The integration of bacterial population genomics with environmental, epidemiological, and clinical data allowed the uncovering of new factors involved in the virulence of L. monocytogenes and its adaptation to different environments. This review illustrates how these investigations have led to a better understanding of the bacterium's virulence and the driving forces that shaped it.",positive,,,,
22672649,Top 10 plant pathogenic bacteria in molecular plant pathology,"Many plant bacteriologists, if not all, feel that their particular microbe should appear in any list of the most important bacterial plant pathogens. However, to our knowledge, no such list exists. The aim of this review was to survey all bacterial pathologists with an association with the journal Molecular Plant Pathology and ask them to nominate the bacterial pathogens they would place in a 'Top 10' based on scientific/economic importance. The survey generated 458 votes from the international community, and allowed the construction of a Top 10 bacterial plant pathogen list. The list includes, in rank order: (1) Pseudomonas syringae pathovars; (2) Ralstonia solanacearum; (3) Agrobacterium tumefaciens; (4) Xanthomonas oryzae pv. oryzae; (5) Xanthomonas campestris pathovars; (6) Xanthomonas axonopodis pathovars; (7) Erwinia amylovora; (8) Xylella fastidiosa; (9) Dickeya (dadantii and solani); (10) Pectobacterium carotovorum (and Pectobacterium atrosepticum). Bacteria garnering honourable mentions for just missing out on the Top 10 include Clavibacter michiganensis (michiganensis and sepedonicus), Pseudomonas savastanoi and Candidatus Liberibacter asiaticus. This review article presents a short section on each bacterium in the Top 10 list and its importance, with the intention of initiating discussion and debate amongst the plant bacteriology community, as well as laying down a benchmark. It will be interesting to see, in future years, how perceptions change and which bacterial pathogens enter and leave the Top 10.",positive,,,,
33934682,Bdellovibrio bacteriovorus: a potential 'living antibiotic' to control bacterial pathogens,"Bdellovibrio bacteriovorus is a small Deltaproteobacterium which, since its discovery, has distinguished itself for the unique ability to prey on other Gram-negative bacteria. The studies on this particular ""predatory bacterium"", have gained momentum in response to the rising problem of antibiotic resistance, because it could be applied as a potential probiotic and antibiotic agent. Hereby, we present recent advances in the study of B. bacteriovorus, comprehending fundamental aspects of its biology, obligatory intracellular life cycle, predation resistance, and potential applications. Furthermore, we discuss studies that pave the road towards the use of B. bacteriovorus as a ""living antibiotic"" in human therapy, focussing on its interaction with biofilms, the host immune response, predation susceptibility and in vivo application models. The available data imply that it will be possible to upgrade this predator bacterium from a predominantly academic interest to an instrument that could confront antibiotic resistant infections.",positive,,,,
30217844,Phage-Antibiotic Synergy via Delayed Lysis,"When phages infect bacteria cultured in the presence of sublethal doses of antibiotics, the sizes of the phage plaques are significantly increased. This phenomenon is known as phage-antibiotic synergy (PAS). In this study, the observation of PAS was extended to a wide variety of bacterium-phage pairs using different classes of antibiotics. PAS was shown in both Gram-positive and Gram-negative bacteria. Cells stressed with ?-lactam antibiotics filamented or swelled extensively, resulting in an increase in phage production. PAS was also sometimes observed in the presence of other classes of antibiotics with or without bacterial filamentation. The addition of antibiotics induced recA expression in various bacteria, but a recA deletion mutant strain of Escherichia coli also showed filamentation and PAS in the presence of quinolone antibiotics. The phage adsorption efficiency did not change in the presence of the antibiotics when the cell surfaces were enlarged as they filamented. Increases in the production of phage DNA and mRNAs encoding phage proteins were observed in these cells, with only a limited increase in protein production. The data suggest that PAS is the product of a prolonged period of particle assembly due to delayed lysis. The increase in the cell surface area far exceeded the increase in phage holin production in the filamented host cells, leading to a relatively limited availability of intracellular holins for aggregating and forming holes in the host membrane. Reactive oxygen species (ROS) stress also led to an increased production of phages, while heat stress resulted in only a limited increase in phage production.IMPORTANCE Phage-antibiotic synergy (PAS) has been reported for a decade, but the underlying mechanism has never been vigorously investigated. This study shows the presence of PAS from a variety of phage-bacterium-antibiotic pairings. We show that increased phage production resulted directly from a lysis delay caused by the relative shortage of holin in filamented bacterial hosts in the presence of sublethal concentrations of stress-inducing substances, such as antibiotics and reactive oxygen species (ROS).",positive,,,,
31587897,Peptidoglycan Production by an Insect-Bacterial Mosaic,"Peptidoglycan (PG) is a defining feature of bacteria, involved in cell division, shape, and integrity. We previously reported that several genes related to PG biosynthesis were horizontally transferred from bacteria to the nuclear genome of mealybugs. Mealybugs are notable for containing a nested bacteria-within-bacterium endosymbiotic structure in specialized insect cells, where one bacterium, Moranella, lives in the cytoplasm of another bacterium, Tremblaya. Here we show that horizontally transferred genes on the mealybug genome work together with genes retained on the Moranella genome to produce a PG layer exclusively at the Moranella cell periphery. Furthermore, we show that an insect protein encoded by a horizontally transferred gene of bacterial origin is transported into the Moranella cytoplasm. These results provide a striking parallel to the genetic and biochemical mosaicism found in organelles, and prove that multiple horizontally transferred genes can become integrated into a functional pathway distributed between animal and bacterial endosymbiont genomes.",negative,,,,
34186025,Phages carry interbacterial weapons encoded by biosynthetic gene clusters,"Bacteria produce diverse specialized metabolites that mediate ecological interactions and serve as a rich source of industrially relevant natural products. Biosynthetic pathways for these metabolites are encoded by organized groups of genes called biosynthetic gene clusters (BGCs). Understanding the natural function and distribution of BGCs provides insight into the mechanisms through which microorganisms interact and compete. Further, understanding BGCs is extremely important for biocontrol and the mining of new bioactivities. Here, we investigated phage-encoded BGCs (pBGCs), challenging the relationship between phage origin and BGC structure and function. The results demonstrated that pBGCs are rare, and they predominantly reside within temperate phages infecting commensal or pathogenic bacterial hosts. Further, the vast majority of pBGCs were found to encode for bacteriocins. Using the soil- and gut-associated bacterium Bacillus subtilis, we experimentally demonstrated how a temperate phage equips a bacterium with a fully functional BGC, providing a clear competitive fitness advantage over the ancestor. Moreover, we demonstrated a similar transfer of the same phage in prophage form. Finally, using genetic and genomic comparisons, a strong association between pBGC type and phage host range was revealed. These findings suggest that bacteriocins are encoded in temperate phages of a few commensal bacterial genera. In these cases, lysogenic conversion provides an evolutionary benefit to the infected host and, hence, to the phage itself. This study is an important step toward understanding the natural role of bacterial compounds encoded by BGCs, the mechanisms driving their horizontal transfer, and the sometimes mutualistic relationship between bacteria and temperate phages.",positive,,,,
27294402,Bacterial Alkaloids Prevent Amoebal Predation,"Bacterial defense mechanisms have evolved to protect bacteria against predation by nematodes, predatory bacteria, or amoebae. We identified novel bacterial alkaloids (pyreudiones A-D) that protect the producer, Pseudomonas fluorescens HKI0770, against amoebal predation. Isolation, structure elucidation, total synthesis, and a proposed biosynthetic pathway for these structures are presented. The generation of P. fluorescens gene-deletion mutants unable to produce pyreudiones rendered the bacterium edible to a variety of soil-dwelling amoebae.",positive,,,,
37930554,Quantitative Determination of Antibacterial Activity During Bacterial Coculture,"Antibacterial activity assays are an important tool in the assessment of the ability of one bacterium to kill or inhibit the growth of another, for example, during the study of the Type VI secretion system (T6SS) and the antibacterial toxins it secretes. The method we describe here can detect the ability of a bacterial strain to kill or inhibit other bacterial cells in a contact-dependent manner when cocultured on an agar surface. It is particularly useful since it enumerates the recovery of viable target cells and thus enables quantification of the antibacterial activity. We provide a detailed description of how to measure the T6SS-dependent antibacterial activity of a bacterium such as Serratia marcescens against a competitor prokaryotic organism, Escherichia coli, and describe possible variations in the method to allow adaptation to other attacker and target organisms.",positive,,,,
34252073,Identification and engraftment of new bacterial strains by shotgun metagenomic sequence analysis in patients with recurrent Clostridioides difficile infection before and after fecal microbiota transplantation and in healthy human subjects," Background: Recurrent Clostridioides diff cile infection (RCDI) is associated with major bacterial dysbiosis and colitis. Fecal microbiota transplantation (FMT) is a highly effective therapeutic modality for RCDI. While several studies have identified bacterial species associated with resolution of symptoms in patients, characterization of the fecal microbiome at the bacterial strain level in RCDI patients before and after FMT and healthy donors, has been lacking. The aim of this study was to examine the ability of bacterial strains from healthy donors to engraft in the gastrointestinal tract of patients with RCDI following FMT.

Methods: Fecal samples were collected from 22 patients with RCDI before and after FMT and their corresponding healthy donors. Total DNA was extracted from each sample and analyzed by shotgun metagenomic sequencing. The Cosmos-ID analysis platform was used for taxonomic assignment of sequences and calculation of the relative abundance (RA) of bacterial species and strains. From these data, the total number of bacterial strains (BSI), Shannon diversity index, dysbiosis index (DI), and bacterial engraftment factor, were calculated for each strain.

Findings: A marked reduction (p<0 0001) in the RA of total and specific bacterial strains, especially from phylum Firmicutes, was observed in RCDI patients prior to FMT. This change was associated with an increase in the DI (p<0 0001) and in pathobiont bacterial strains from phylum Proteobacteria, such as Escherichia coli O157:H7 and Klebsiella pneumoniae UCI 34. BSI was significantly lower in this group of patients as compared to healthy donors and correlated with the Shannon Index. (p<0 0001). Identification and engraftment of bacterial strains from healthy donors revealed a greater diversity and higher relative abundance of short-chain fatty acid (SCFA)-producing bacterial strains, including Lachnospiraceae bacterium 5_1_63FAA_u_t, Dorea formicigenerans ATCC 27755, Anaerostipes hadrusand others, in RCDI patients after FMT. ",positive,,,,
31885873,Comparison of Japanese and Indian intestinal microbiota shows diet-dependent interaction between bacteria and fungi ,"The bacterial species living in the gut mediate many aspects of biological processes such as nutrition and activation of adaptive immunity. In addition, commensal fungi residing in the intestine also influence host health. Although the interaction of bacterium and fungus has been shown, its precise mechanism during colonization of the human intestine remains largely unknown. Here, we show interaction between bacterial and fungal species for utilization of dietary components driving their efficient growth in the intestine. Next generation sequencing of fecal samples from Japanese and Indian adults revealed differential patterns of bacterial and fungal composition. In particular, Indians, who consume more plant polysaccharides than Japanese, harbored increased numbers of Prevotella and Candida. Candida spp. showed strong growth responses to the plant polysaccharide arabinoxylan in vitro. Furthermore, the culture supernatants of Candida spp. grown with arabinoxylan promoted rapid proliferation of Prevotella copri. Arabinose was identified as a potential growth-inducing factor in the Candida culture supernatants. Candida spp. exhibited a growth response to xylose, but not to arabinose, whereas P. copri proliferated in response to both xylose and arabinose. Candida spp., but not P. copri, colonized the intestine of germ-free mice. However, P. copri successfully colonized mouse intestine already harboring Candida. These findings demonstrate a proof of concept that fungal members of gut microbiota can facilitate a colonization of the intestine by their bacterial counterparts, potentially mediated by a dietary metabolite.",negative,,,,
29975902,Diamond nanoparticles suppress lateral growth of bacterial colonies,"Diamond nanoparticles (DNPs) of various types have been recently reported to possess antibacterial properties. Studies have shown a decrease of the colony forming ability on agar plates of the bacteria that had been previously co-incubated with DNPs in the suspension. Before plating, bacteria with DNPs were adequately diluted in order to obtain a suitable number of colony forming units. However, residual DNPs were still present on an agar plate, concentrated on the surface during the plating process; this introduces a potential artifact which might affect colony growth. The effect of DNPs remaining on the surface, alongside growing bacteria, has not been previously investigated. In this work, we present the experiments designed to investigate the effect of DNPs on bacterial survival and on the growth of the bacterial colony on a solid media. We employed Escherichia coli and Bacillus subtilis as models of Gram-negative and Gram-positive bacteria, respectively, and Proteus mirabilis as a model of bacterium exhibiting swarming motility on the surfaces. We analyzed the number, area, and weight of bacterial colonies grown on the agar surface covered with DNPs. We did not observe any bactericidal effect of such applied DNPs. However, in all bacterial species used in this work, we observed the appreciable reduction of colony area, which suggests that DNPs obstruct either bacterial growth or motility. The most obvious effect on colony growth was observed in the case of motile P. mirabilis. We show that DNPs act as the mechanical barrier blocking the lateral colony growth.",positive,,,,
34040152,A human respiratory tract-associated bacterium with an extremely small genome,"Recent advances in culture-independent microbiological analyses have greatly expanded our understanding of the diversity of unculturable microbes. However, human pathogenic bacteria differing significantly from known taxa have rarely been discovered. Here, we present the complete genome sequence of an uncultured bacterium detected in human respiratory tract named IOLA, which was determined by developing a protocol to selectively amplify extremely AT-rich genomes. The IOLA genome is 303,838 bp in size with a 20.7% GC content, making it the smallest and most AT-rich genome among known human-associated bacterial genomes to our best knowledge and comparable to those of insect endosymbionts. While IOLA belongs to order Rickettsiales (mostly intracellular parasites), the gene content suggests an epicellular parasitic lifestyle. Surveillance of clinical samples provides evidence that IOLA can be predominantly detected in patients with respiratory bacterial infections and can persist for at least 15 months in the respiratory tract, suggesting that IOLA is a human respiratory tract-associated bacterium.",positive,,,,
38443279,The macrophage-bacterium mismatch in persister formation,"Many pathogens are hard to eradicate, even in the absence of genetically detectable antimicrobial resistance mechanisms and despite proven antibiotic susceptibility. The fraction of clonal bacteria that temporarily elude effective antibiotic treatments is commonly known as 'antibiotic persisters.' Over the past decade, there has been a growing body of research highlighting the pivotal role played by the cellular host in the development of persisters. In parallel, this research has also sought to elucidate the molecular mechanisms underlying the formation of intracellular antibiotic persisters and has demonstrated a prominent role for the bacterial stress response. However, questions remain regarding the conditions leading to the formation of stress-induced persisters among a clonal population of intracellular bacteria and despite an ostensibly uniform environment. In this opinion, following a brief review of the current state of knowledge regarding intracellular antibiotic persisters, we explore the ways in which macrophage functional heterogeneity and bacterial phenotypic heterogeneity may contribute to the emergence of these persisters. We propose that the degree of mismatch between the macrophage permissiveness and the bacterial preparedness to invade and thrive intracellularly may explain the formation of stress-induced nonreplicating intracellular persisters.",positive,,,,
